State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Agricultural_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet
Madhya Pradesh,Bhopal,23.48072614,77.39246623,444,MADHYA PRADESH,2371061,1236130,1134931,1660690,920314,740376,105195,1755861,525434,23432,10789,21688,25950,335,452912,40788
Madhya Pradesh,Sehore,22.92971997,77.06780203,445,MADHYA PRADESH,1311332,683743,627589,780362,469208,311154,227026,1163607,137980,1404,640,357,6232,66,212138,1566
Madhya Pradesh,Raisen,23.29251821,78.16305496,446,MADHYA PRADESH,1331597,700358,631239,820220,479093,341127,228151,1195235,120331,1725,2262,253,10637,190,194373,1141
Madhya Pradesh,Betul,21.96462632,77.78734282,447,MADHYA PRADESH,1575362,799236,776126,939769,529783,409986,358157,1505745,37590,3271,1078,9651,3759,13048,230974,2109
Madhya Pradesh,Harda,22.22765978,77.07022572,448,MADHYA PRADESH,570465,294838,275627,352550,203807,148743,101256,527462,38640,683,676,93,1573,55,95066,986
Madhya Pradesh,Hoshangabad,22.5952688,78.02168095,449,MADHYA PRADESH,1241350,648725,592625,810644,469199,341445,181967,1175203,52269,4453,3127,1550,3888,107,198076,2871
Madhya Pradesh,Katni,23.72441623,80.33819666,450,MADHYA PRADESH,1292042,662013,630029,790773,460583,330190,223902,1240650,37232,3158,1167,157,5342,2643,172416,2179
Madhya Pradesh,Jabalpur,23.18525572,79.98328755,451,MADHYA PRADESH,2463289,1277278,1186011,1756468,980307,776161,283636,2159065,203652,23142,13256,4320,33728,21010,452023,20443
Madhya Pradesh,Dindori,22.83738437,81.04332967,453,MADHYA PRADESH,704524,351913,352611,378714,222759,155955,190962,605435,6736,4238,260,61,687,84006,62372,554
Madhya Pradesh,Mandla,22.70348712,80.38600544,454,MADHYA PRADESH,1054905,525272,529633,604962,348033,256929,318909,849518,16558,12450,436,297,1789,170533,143803,912
Madhya Pradesh,Chhindwara,22.22796697,78.76413136,455,MADHYA PRADESH,2090922,1064468,1026454,1294198,731294,562904,422668,1923920,100692,4893,2258,24471,7830,25771,344875,3588
Madhya Pradesh,Seoni,22.33230488,79.66053864,456,MADHYA PRADESH,1379131,695879,683252,864194,485341,378853,376404,1145052,79739,1857,360,7288,4982,135315,228695,1182
Madhya Pradesh,Balaghat,21.80020721,80.42170053,457,MADHYA PRADESH,1701698,842178,859520,1147623,626468,521155,459796,1519384,38542,5295,1050,72162,4778,58064,277927,1712
Madhya Pradesh,Guna,24.49043927,77.2235896,458,MADHYA PRADESH,1241519,649362,592157,653980,400537,253443,175615,1172248,49203,1208,3271,529,13474,52,144248,2482
Madhya Pradesh,Ashoknagar,24.63098846,77.82974494,459,MADHYA PRADESH,845071,443837,401234,469109,290304,178805,122387,778214,40707,635,8009,1352,15094,27,84720,619
Madhya Pradesh,Shahdol,23.44859865,81.45968318,460,MADHYA PRADESH,1066063,540021,526042,604194,348761,255433,258991,997073,42426,2372,912,268,1737,19448,113184,1733
Madhya Pradesh,Anuppur,23.1818422,81.8656,461,MADHYA PRADESH,749237,379114,370123,436595,254120,182475,130376,686524,21473,2132,606,86,1653,35434,81338,1290
Madhya Pradesh,Sidhi,24.1754719,82.10537834,462,MADHYA PRADESH,1127033,575912,551121,600785,353030,247755,262030,1077545,34419,511,128,92,93,12556,102228,837
Madhya Pradesh,Jhabua,22.41957802,74.40921617,464,MADHYA PRADESH,1025048,515023,510025,352081,214582,137499,115649,960925,15733,38423,141,65,8871,388,125411,744
Madhya Pradesh,Burhanpur,21.36456725,76.24460479,467,MADHYA PRADESH,757847,388504,369343,408679,233073,175606,156295,552526,180840,1199,1074,19883,1884,99,112420,986
Gujarat,Kachchh,23.48057203,68.82192301,468,GUJARAT,2092371,1096737,995634,1252319,739239,513080,183971,1608921,442355,6192,6353,490,25312,98,403294,9631
Gujarat,Banas Kantha,24.25853897,71.93205253,469,GUJARAT,3120506,1610379,1510127,1704923,1048402,656521,350541,2890305,213505,1686,486,281,12659,83,396873,3424
Gujarat,Patan,23.80634198,71.75162977,470,GUJARAT,1343734,694397,649337,837913,494631,343282,227080,1194745,142797,916,337,66,3602,66,223424,2231
Gujarat,Mahesana,23.52935545,72.45545194,471,GUJARAT,2035064,1056520,978544,1502645,847499,655146,242969,1885732,136431,1954,1082,146,7087,88,385609,7759
Gujarat,Sabar Kantha,23.71803595,73.1363879,472,GUJARAT,2428589,1244231,1184358,1578734,918625,660109,333867,2260560,148563,6375,614,168,11110,52,438606,5262
Gujarat,Gandhinagar,23.19367979,72.6722168,473,GUJARAT,1391753,723864,667889,1030494,582686,447808,129356,1319586,57273,3237,1985,497,6405,82,262539,12107
Gujarat,Ahmadabad,22.60542556,72.23898136,474,GUJARAT,7214225,3788051,3426174,5435760,3025463,2410297,268954,6042416,883238,50754,14542,4518,209287,2055,1456046,126341
Gujarat,Surendranagar,22.82672007,71.48358741,475,GUJARAT,1756268,909917,846351,1093626,643221,450405,270861,1620282,109681,1419,512,312,22992,128,302068,2975
Gujarat,Rajkot,22.40603378,70.83679439,476,GUJARAT,3804558,1974445,1830113,2725056,1514075,1210981,214285,3397406,361388,5478,1918,1170,33591,269,747352,21785
Gujarat,Jamnagar,22.41060041,69.62062006,477,GUJARAT,2160119,1114192,1045927,1396534,795140,601394,147193,1810443,320805,4392,1873,1086,18856,136,386538,11573
Gujarat,Porbandar,21.55092352,69.71896988,478,GUJARAT,585449,300209,285240,393678,221621,172057,48964,549749,33565,500,248,91,515,38,117040,1653
Daman and Diu,Junagadh,20.72568199,70.8398564,479,GUJARAT,2743082,1404356,1338726,1842818,1046981,795837,333996,2397056,334858,2586,1110,1291,3841,77,498326,6628
Gujarat,Junagadh,20.92952301,70.5473389,479,GUJARAT,2743082,1404356,1338726,1842818,1046981,795837,333996,2397056,334858,2586,1110,1291,3841,77,498326,6628
Gujarat,Amreli,21.04832649,71.43457638,480,GUJARAT,1514190,771049,743141,995459,558180,437279,209935,1410463,99105,919,415,243,2053,40,273331,2538
Gujarat,Bhavnagar,21.7021939,72.16272633,481,GUJARAT,2880365,1490201,1390164,1887255,1087371,799884,334025,2632574,212863,3457,1410,445,26974,127,500757,7297
Gujarat,Anand,22.28271821,72.57782052,482,GUJARAT,2092745,1087224,1005521,1551253,874481,676772,346329,1798794,250919,29789,1524,267,8591,142,378310,9902
Gujarat,Kheda,22.88765313,73.01880352,483,GUJARAT,2299885,1185727,1114158,1660243,942480,717763,359842,2000884,264482,26629,1403,300,3479,82,372226,5710
Gujarat,Panch Mahals,22.80435607,73.61984598,484,GUJARAT,2390776,1226961,1163815,1440805,858054,582751,376038,2220974,158513,2863,662,337,5236,131,398937,3456
Gujarat,Vadodara,22.26133739,73.4943301,486,GUJARAT,4165626,2153736,2011890,2893080,1614087,1278993,570361,3713941,384579,23813,9340,2069,27650,1124,798277,53606
Gujarat,Narmada,21.70666386,73.68403209,487,GUJARAT,590297,301086,289211,370336,211767,158569,188030,559848,22600,4413,147,80,373,2078,101940,576
Gujarat,Bharuch,21.75787276,72.67326347,488,GUJARAT,1551019,805707,745312,1118276,623047,495229,253577,1188204,343511,9494,1733,442,4813,342,309091,10257
Gujarat,The Dangs,20.80163388,73.68835184,489,GUJARAT,228291,113821,114470,140968,77314,63654,40486,203545,3593,20029,69,32,39,560,29794,137
Gujarat,Navsari,20.86697332,72.8618487,490,GUJARAT,1329672,678165,651507,1001909,539471,462438,206608,1225087,78669,5733,2459,601,13386,2823,267679,6726
Gujarat,Valsad,20.44238232,72.91485848,491,GUJARAT,1705678,887222,818456,1170657,655528,515129,183025,1571147,94034,19661,1589,913,13809,1417,329218,11020
Gujarat,Surat,21.25761373,72.93488716,492,GUJARAT,6081322,3402224,2679098,4571410,2687468,1883942,325739,5260193,660772,21052,5703,12902,112835,3920,1252452,55694
Daman and Diu,Daman,20.43161667,72.83923661,495,DAMAN AND DIU,191173,124659,66514,150348,104316,46032,481,171537,16087,2618,169,216,244,79,49249,1316
Maharashtra,Nandurbar,21.52317563,74.32638757,497,MAHARASHTRA,1648295,833170,815125,906509,512099,394410,438176,1521618,96182,8467,685,4969,6191,2907,186202,2579
Maharashtra,Dhule,21.27401869,74.58719072,498,MAHARASHTRA,2050862,1054031,996831,1293916,723388,570528,429536,1825460,187901,3653,1422,13405,12818,912,315332,6065
Maharashtra,Jalgaon,20.88289434,75.55140422,499,MAHARASHTRA,4229917,2197365,2032552,2891882,1629223,1262659,937174,3457615,560261,7091,3091,143865,27404,9662,720791,14297
Maharashtra,Buldana,20.56680611,76.3901788,500,MAHARASHTRA,2586258,1337560,1248698,1879874,1048892,830982,603227,1845424,354236,3531,1668,364229,12242,522,423036,4767
Maharashtra,Akola,20.74631048,77.1212232,501,MAHARASHTRA,1813906,932334,881572,1411281,758977,652304,388521,1107809,357253,4483,1504,328033,10205,389,314490,6163
Maharashtra,Washim,20.28228239,77.25502394,502,MAHARASHTRA,1197160,620302,576858,869917,487703,382214,310195,859949,142672,1707,518,179330,8476,381,196022,1875
Maharashtra,Amravati,21.16520992,77.67583503,503,MAHARASHTRA,2888445,1480768,1407677,2251875,1207104,1044771,667943,2055177,421410,7223,2242,383891,11360,3288,512492,9438
Maharashtra,Wardha,20.80743024,78.57259106,504,MAHARASHTRA,1300774,668385,632389,1019458,552617,466841,282170,1057096,53854,2696,2147,175417,5663,2254,266155,4313
Maharashtra,Nagpur,21.19655686,79.02166176,505,MAHARASHTRA,4653570,2384975,2268595,3673808,1959220,1714588,423587,3492202,390974,34667,20469,668050,24528,12181,917626,57964
Maharashtra,Bhandara,21.21179265,80.109502,506,MAHARASHTRA,1200334,605520,594814,899860,488709,411151,312183,1009352,26502,2145,831,154458,1017,3555,227025,2932
Maharashtra,Gondiya,21.22500841,80.17522699,507,MAHARASHTRA,1322507,661554,660953,1004243,542837,461406,281414,1153861,26157,1827,2160,125282,1568,5080,239981,2866
Maharashtra,Chandrapur,20.09560909,79.3155638,509,MAHARASHTRA,2204307,1123834,1080473,1578615,872565,706050,473983,1780085,92297,10701,5251,286734,3861,23188,418666,8239
Maharashtra,Yavatmal,20.04258347,78.05326372,510,MAHARASHTRA,2772348,1419965,1352383,2022574,1115980,906594,739718,2251401,239236,4567,1596,249874,11422,3745,446516,6094
Maharashtra,Nanded,19.20931698,77.6829049,511,MAHARASHTRA,3361292,1730075,1631217,2189425,1255222,934203,632395,2501741,471951,3902,13540,354189,5049,1273,488748,7548
Maharashtra,Hingoli,19.59525302,77.09239413,512,MAHARASHTRA,1177345,606294,571051,790743,450551,340192,226483,863199,127552,992,643,176679,5278,103,159114,1221
Maharashtra,Parbhani,19.31032425,76.70163339,513,MAHARASHTRA,1836086,942870,893216,1157814,666291,491523,317806,1328385,306364,2081,1371,187899,6238,262,272486,3982
Maharashtra,Jalna,19.98461253,75.98473607,514,MAHARASHTRA,1959046,1011473,947573,1195523,699428,496095,300937,1504641,274221,12542,1629,152540,9619,336,288895,3791
Bihar,Aurangabad,24.77429187,84.45986024,515,MAHARASHTRA,3701282,1924469,1776813,2503837,1430936,1072901,396630,2545438,786677,15991,5142,309093,30981,1005,589477,23258
Maharashtra,Aurangabad,20.09792288,75.32072197,515,MAHARASHTRA,3701282,1924469,1776813,2503837,1430936,1072901,396630,2545438,786677,15991,5142,309093,30981,1005,589477,23258
Maharashtra,Nashik,20.26691287,74.03824168,516,MAHARASHTRA,6107187,3157186,2950001,4345366,2397538,1947828,730228,5237009,693052,23946,8912,94783,38212,1795,904710,45039
Maharashtra,Thane,19.69876775,72.79882743,517,MAHARASHTRA,11060148,5865078,5195070,8227161,4591396,3635765,418004,8716055,1355630,280700,39149,449617,172052,9862,2231800,256170
Chhattisgarh,Raigarh,22.00826507,83.27797699,520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,191182,2239370,227465,17452,7477,121791,12260,1159,547206,38570
Maharashtra,Raigarh,18.45325764,73.00906094,520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,191182,2239370,227465,17452,7477,121791,12260,1159,547206,38570
Maharashtra,Pune,18.51696171,74.12922882,521,MAHARASHTRA,9429408,4924105,4505303,7171723,3940210,3231513,414461,8090254,673704,134192,27090,340404,127786,9873,1925019,235018
Maharashtra,Bid,18.95235334,75.69319706,523,MAHARASHTRA,2585049,1349106,1235943,1718507,987185,731322,373566,2174672,320395,2097,824,68482,8719,399,402052,5614
Maharashtra,Latur,18.34868727,76.75812608,524,MAHARASHTRA,2454196,1273140,1181056,1650672,932432,718240,416578,2006984,367664,2387,935,66535,6387,310,381722,6217
Maharashtra,Osmanabad,18.19459456,75.99495575,525,MAHARASHTRA,1657576,861535,796041,1137810,644304,493506,299525,1437623,178925,942,340,28216,4530,195,240042,3209
Maharashtra,Solapur,17.83735794,75.42394824,526,MAHARASHTRA,4317756,2227852,2089904,2910676,1651266,1259410,558334,3795424,441254,9882,1279,35497,28134,568,595560,15145
Maharashtra,Satara,17.6737909,74.18052064,527,MAHARASHTRA,3003741,1510842,1492899,2225694,1201034,1024660,297241,2691952,146970,4408,1182,141315,12810,676,562653,14093
Maharashtra,Ratnagiri,17.21019507,73.25725894,528,MAHARASHTRA,1615069,761121,853948,1199392,619012,580380,153117,1307211,187197,1990,230,113467,3347,95,367352,7752
Maharashtra,Sindhudurg,16.17094805,73.51329008,529,MAHARASHTRA,849651,417332,432319,666067,348289,317778,81816,780384,26264,15471,219,24762,1046,53,194228,3517
Maharashtra,Kolhapur,16.44881302,74.12897151,530,MAHARASHTRA,3876001,1980658,1895343,2825845,1559760,1266085,266028,3379906,286558,15573,1570,29766,154882,1274,770005,22269
Maharashtra,Sangli,17.15493018,74.70713823,531,MAHARASHTRA,2822143,1435728,1386415,2049467,1121550,927917,290693,2440312,239607,9098,1260,38210,87453,769,485126,13212
Andhra Pradesh,Adilabad,19.28451395,78.81321233,532,ANDHRA PRADESH,2741239,1369597,1371642,1483347,856350,626997,484912,2399901,275970,15422,1377,25510,617,322,566108,5512
Andhra Pradesh,Nizamabad,18.42948585,78.07523491,533,ANDHRA PRADESH,2551335,1250641,1300694,1389810,790214,599596,448281,2123426,391596,19653,2357,1847,542,146,545913,5261
Andhra Pradesh,Karimnagar,18.51548319,79.43765429,534,ANDHRA PRADESH,3776269,1880800,1895469,2206829,1257238,949591,756859,3491139,244723,24979,2086,332,312,115,926768,8831
Andhra Pradesh,Medak,17.88930498,78.13778902,535,ANDHRA PRADESH,3033288,1523030,1510258,1637137,953406,683731,571129,2637313,342449,34301,1309,554,457,217,604719,8635
Andhra Pradesh,Hyderabad,17.38971556,78.46668889,536,ANDHRA PRADESH,3943323,2018575,1924748,2892155,1542688,1349467,23029,2046051,1713405,87522,11446,1268,19560,1929,869721,149034
Andhra Pradesh,Mahbubnagar,16.63954622,77.98933089,538,ANDHRA PRADESH,4053028,2050386,2002642,1940646,1158386,782260,931084,3673456,334172,21345,658,290,388,267,757821,6153
Andhra Pradesh,Nalgonda,17.11325052,79.16984454,539,ANDHRA PRADESH,3488809,1759772,1729037,2001019,1160757,840262,863131,3249231,188646,35025,937,241,250,132,789225,7715
Andhra Pradesh,Warangal,18.01752609,79.87422029,540,ANDHRA PRADESH,3512576,1759281,1753295,2065023,1179790,885233,758092,3273755,197333,31377,1453,253,569,126,828077,12952
Andhra Pradesh,Khammam,17.68392133,80.67008644,541,ANDHRA PRADESH,2797370,1390988,1406382,1630234,901640,728594,804537,2595321,158887,33463,655,217,459,539,668519,8628
Andhra Pradesh,Srikakulam,18.570901,84.25874814,542,ANDHRA PRADESH,2703114,1341738,1361376,1495381,857824,637557,700833,2666950,9025,18879,193,77,160,106,615432,3988
Andhra Pradesh,Vizianagaram,18.28329696,83.45982854,543,ANDHRA PRADESH,2344474,1161477,1182997,1238388,707503,530885,557254,2299129,16423,17853,380,114,815,183,527736,4453
Andhra Pradesh,East Godavari,16.78271832,82.24320747,545,ANDHRA PRADESH,5154296,2569688,2584608,3288577,1716933,1571644,1122046,4983330,77777,77825,738,413,4149,403,1297273,22411
Andhra Pradesh,West Godavari,16.63297944,81.45912991,546,ANDHRA PRADESH,3936966,1964918,1972048,2652389,1379223,1273166,1061787,3733191,86142,109120,288,209,1578,211,1017568,12050
Andhra Pradesh,Krishna,16.14387275,81.14805061,547,ANDHRA PRADESH,4517398,2267375,2250023,3009718,1598959,1410759,1006976,4023678,307043,145598,1393,863,6320,906,1163932,30438
Andhra Pradesh,Guntur,15.88492577,80.58657614,548,ANDHRA PRADESH,4887813,2440521,2447292,2960441,1634726,1325715,1227956,4217597,559770,89763,764,323,3282,332,1186028,19383
Andhra Pradesh,Prakasam,15.489039,80.1166579,549,ANDHRA PRADESH,3397448,1714764,1682684,1904435,1107686,796749,889218,3150195,220654,18775,266,97,204,206,763746,6151
Andhra Pradesh,Kurnool,15.43759715,77.90086837,552,ANDHRA PRADESH,4053463,2039227,2014236,2127161,1246369,880792,1037302,3328380,670737,33165,737,255,2235,434,816721,10081
Andhra Pradesh,Anantapur,14.31206556,77.46015845,553,ANDHRA PRADESH,4081148,2064495,2016653,2310960,1338474,972486,879537,3599372,443456,20463,932,341,1417,309,897970,8606
Andhra Pradesh,Chittoor,13.33109263,78.92763899,554,ANDHRA PRADESH,4174064,2090204,2083860,2667878,1484794,1183084,748093,3737588,397870,24129,867,253,1322,358,944555,13763
Karnataka,Belgaum,16.16107219,74.72329042,555,KARNATAKA,4779661,2423063,2356598,3052032,1725548,1326484,649517,4038331,528412,18418,2037,1086,178310,149,808827,17560
Karnataka,Bagalkot,16.15860676,75.64526071,556,KARNATAKA,1889752,950111,939641,1113412,641388,472024,303243,1634229,219991,3433,443,412,25198,166,301389,3745
Karnataka,Bijapur,16.84015317,75.95909167,557,KARNATAKA,2177331,1111022,1066309,1248268,730566,517702,351600,1786830,369588,2433,558,374,8665,499,326594,4987
Karnataka,Bidar,17.95036173,77.19459962,558,KARNATAKA,1703300,870665,832635,1042673,597198,445475,280091,1289709,335184,35438,1145,30453,680,521,271439,3971
Karnataka,Raichur,16.05079535,76.87368606,559,KARNATAKA,1928812,964511,964301,979769,577213,402556,383526,1634062,272022,10394,538,2265,4156,29,314547,5200
Karnataka,Koppal,15.65125327,76.16170486,560,KARNATAKA,1389920,699926,689994,809085,468785,340300,273016,1218024,161770,4081,296,85,2898,461,223166,2135
Karnataka,Gadag,15.50712826,75.64861303,561,KARNATAKA,1064570,537147,527423,700177,397178,302999,200310,907750,143665,3432,231,79,5993,74,198064,3373
Karnataka,Dharwad,15.34383138,75.13831264,562,KARNATAKA,1847023,937206,909817,1301664,711776,589888,207642,1390020,386834,28747,1486,715,29037,2748,347962,15013
Karnataka,Haveri,14.73758281,75.39612306,564,KARNATAKA,1597668,819128,778540,1085443,603793,481650,311263,1281878,297927,2406,419,68,9834,702,295937,2456
Karnataka,Bellary,15.07437755,76.47228471,565,KARNATAKA,2452595,1236954,1215641,1421621,813440,608181,406092,2103633,320834,14014,1029,284,8044,54,440374,9626
Karnataka,Chitradurga,14.2910222,76.57821957,566,KARNATAKA,1659456,840843,818613,1087392,607188,480204,294337,1520553,128751,3175,322,84,3778,128,307257,5711
Karnataka,Davanagere,14.33041459,75.91723841,567,KARNATAKA,1945497,986400,959097,1308540,720637,587903,295873,1658465,265805,5420,307,164,6417,1743,372671,7320
Karnataka,Shimoga,14.06384589,75.17882078,568,KARNATAKA,1752753,877415,875338,1263016,674938,588078,246464,1479424,234664,26521,400,120,9234,367,363835,8791
Karnataka,Udupi,13.45040423,74.7200999,569,KARNATAKA,1177361,562131,615230,926429,465704,460725,63390,1009179,96740,65838,232,161,4534,155,224814,9070
Karnataka,Chikmagalur,13.42528829,75.67626502,570,KARNATAKA,1137961,566622,571339,818345,438257,380088,126600,1004553,101235,26000,182,109,4710,4,238505,4510
Karnataka,Tumkur,13.59246776,77.02297966,571,KARNATAKA,2678980,1350594,1328386,1813391,1006024,807367,352286,2413812,245923,9130,477,187,5067,161,562769,7971
Karnataka,Mandya,12.57490181,76.81570099,573,KARNATAKA,1805769,905085,900684,1149649,638668,510981,216159,1712695,77801,8506,322,299,3607,109,391033,3367
Karnataka,Hassan,12.94509875,76.1104955,574,KARNATAKA,1776421,883667,892754,1225256,668836,556420,165910,1630814,120011,15611,289,623,5820,3,400702,4851
Karnataka,Kodagu,12.39684468,75.79336596,576,KARNATAKA,554519,274608,279911,412877,215302,197575,15153,448986,87274,17130,139,126,250,220,113931,3308
Karnataka,Mysore,12.24810026,76.52881803,577,KARNATAKA,3001127,1511600,1489527,1962180,1063766,898414,311002,2631985,290549,39361,1255,16194,14419,493,640868,28397
Karnataka,Gulbarga,17.07045952,76.8750385,579,KARNATAKA,2566326,1301755,1264571,1427368,828359,599009,415267,2011014,513125,8344,826,9589,4865,330,404767,9752
Karnataka,Kolar,13.31279988,78.01376948,581,KARNATAKA,1536401,776396,760005,1016219,564110,452109,201233,1305431,199873,26722,253,150,2494,92,309494,5051
Karnataka,Bangalore Rural,12.93682709,77.47369315,583,KARNATAKA,990923,509172,481751,688749,385311,303438,84108,890429,92252,5368,389,272,1045,85,214253,3729
Goa,North Goa,15.54872342,73.80667998,585,GOA,818008,416677,401331,663060,351738,311322,14120,622213,57941,134169,618,553,546,166,173951,23440
Goa,South Goa,15.19527866,73.9417926,586,GOA,640537,322463,318074,502427,264085,238342,12640,341664,63623,231961,855,542,563,92,138810,17624
Kerala,Kasaragod,12.3331031,75.07768497,588,KERALA,1307375,628613,678762,1037492,516476,521016,38774,729987,486913,87454,151,362,130,152,237670,10378
Kerala,Kannur,11.94152308,75.35209892,589,KERALA,2523003,1181446,1341557,2138434,1012956,1125478,82988,1509592,742483,262526,424,1118,193,722,511167,32653
Kerala,Wayanad,11.71527746,76.07587007,590,KERALA,817420,401684,415736,645585,328136,317449,101630,404460,234185,174453,61,312,1797,286,149864,4712
Kerala,Kozhikode,11.39292427,75.7115872,591,KERALA,3086293,1470942,1615351,2615443,1266939,1348504,64198,1734958,1211131,131516,297,235,601,588,641660,36791
Kerala,Malappuram,10.97329876,75.93910776,592,KERALA,4112920,1960328,2152592,3311315,1597404,1713911,117405,1135259,2888849,81556,205,179,68,579,730119,27909
Kerala,Palakkad,10.7849269,76.49980491,593,KERALA,2809934,1359478,1450456,2239492,1122600,1116892,249949,1875980,812936,114397,220,238,78,400,587583,27162
Kerala,Thrissur,10.45893265,76.12321941,594,KERALA,3121200,1480763,1640437,2678548,1282261,1396287,73941,1823442,532839,757484,259,278,62,585,721625,56148
Kerala,Ernakulam,10.0048793,76.26957729,595,KERALA,3282388,1619557,1662831,2855676,1425723,1429953,71391,1509557,514397,1248137,860,614,1176,1083,771287,88737
Kerala,Idukki,9.804809639,77.04586642,596,KERALA,1108974,552808,556166,923010,471881,451129,145698,541854,82206,481507,100,189,44,384,244844,8250
Kerala,Kottayam,9.643701174,76.46059673,597,KERALA,1974551,968289,1006262,1749798,861592,888206,63052,983598,126499,858608,204,358,83,565,464039,37849
Kerala,Alappuzha,9.542602966,76.38010796,598,KERALA,2127789,1013142,1114647,1852797,890552,962245,71706,1460447,224545,435056,268,146,74,311,507913,28842
Kerala,Kollam,8.929388821,76.63607759,600,KERALA,2635375,1246968,1388407,2240273,1074345,1165928,92193,1697635,508500,421598,208,272,63,619,630767,31542
Kerala,Thiruvananthapuram,8.537101759,76.88711503,601,KERALA,3301427,1581678,1719749,2785408,1354857,1430551,94470,2194057,452915,630573,404,301,76,1082,783872,71621
Tamil Nadu,Thiruvallur,13.2758581,80.19724703,602,TAMIL NADU,3728104,1876062,1852042,2791721,1495711,1296010,270586,3325823,143093,233633,1422,951,3693,530,909400,75634
Tamil Nadu,Chennai,13.05809891,80.28139152,603,TAMIL NADU,4646732,2335844,2310888,3776276,1968079,1808197,13674,3751322,439270,358662,2851,2804,51708,1759,1096334,217368
Tamil Nadu,Kancheepuram,12.49642476,80.0882036,604,TAMIL NADU,3998252,2012958,1985294,3013382,1611461,1401921,272514,3537399,173785,256762,1620,990,4962,756,961161,100322
Tamil Nadu,Vellore,12.78488263,79.02643284,605,TAMIL NADU,3936331,1961688,1974643,2773928,1504355,1269573,391955,3397857,414760,111390,676,438,3514,251,865913,20623
Tamil Nadu,Tiruvannamalai,12.41931895,79.23265632,606,TAMIL NADU,2464875,1235889,1228986,1626813,909803,717010,525063,2294369,91636,66987,232,157,7898,110,549077,6445
Tamil Nadu,Salem,11.6293242,78.2478258,608,TAMIL NADU,3482056,1781571,1700485,2285562,1285107,1000455,454210,3326357,95487,53841,412,174,992,246,835377,20660
Tamil Nadu,Namakkal,11.33766638,78.14624841,609,TAMIL NADU,1726601,869280,857321,1176131,653312,522819,253726,1673652,32483,16909,183,108,84,199,441044,8960
Tamil Nadu,Erode,11.26701216,77.42034335,610,TAMIL NADU,2251744,1129868,1121876,1492662,828300,664362,370212,2115455,76098,55899,435,148,639,157,595211,18604
Tamil Nadu,Dindigul,10.37780139,77.7801128,612,TAMIL NADU,2159775,1080938,1078837,1481834,816180,665654,467959,1879494,105012,169945,313,256,71,138,500057,9155
Tamil Nadu,Karur,10.79532777,78.08749687,613,TAMIL NADU,1064493,528184,536309,727044,401726,325318,200837,993666,53292,16483,115,29,7,79,264949,4915
Tamil Nadu,Perambalur,11.26013776,78.86034012,615,TAMIL NADU,565223,282157,283066,375823,208011,167812,118278,521658,32702,10301,83,39,38,26,135751,1507
Tamil Nadu,Ariyalur,11.19051484,79.22249644,616,TAMIL NADU,754894,374703,380191,480604,269582,211022,166837,708397,7942,37403,104,88,65,42,177502,1749
Tamil Nadu,Cuddalore,11.57587301,79.63002365,617,TAMIL NADU,2605914,1311697,1294217,1815281,1000322,814959,539412,2391675,123749,83334,401,236,1280,138,598412,15396
Tamil Nadu,Nagapattinam,10.78946816,79.79437299,618,TAMIL NADU,1616450,798127,818323,1213008,640916,572092,345057,1435072,128617,47579,184,450,963,110,381940,5585
Tamil Nadu,Thiruvarur,10.36892741,79.60322894,619,TAMIL NADU,1264277,626693,637584,946471,503085,443386,295188,1132785,96092,33192,258,151,279,64,303114,4416
Tamil Nadu,Thanjavur,10.38769226,79.31948691,620,TAMIL NADU,2405890,1182416,1223474,1790998,944264,846734,415361,2075870,190814,133971,231,795,1256,148,555582,13495
Tamil Nadu,Pudukkottai,10.13051482,79.05444484,621,TAMIL NADU,1618345,803188,815157,1110545,608776,501769,305149,1428784,114194,72850,119,81,32,293,354493,4494
Tamil Nadu,Sivaganga,9.960306581,78.56535729,622,TAMIL NADU,1339101,668672,670429,959744,526304,433440,199563,1186078,74310,75481,150,80,109,24,314270,5773
Tamil Nadu,Madurai,9.904313833,78.01366033,623,TAMIL NADU,3038252,1526475,1511777,2273430,1223810,1049620,372828,2760502,168881,97711,520,199,1532,305,754141,34097
Tamil Nadu,Theni,9.924066667,77.43458833,624,TAMIL NADU,1245899,625683,620216,870080,479403,390677,315161,1148990,56751,37574,152,79,28,74,312310,4667
Tamil Nadu,Virudhunagar,9.468872196,77.87641469,625,TAMIL NADU,1942288,967709,974579,1398788,760375,638413,208702,1822626,47838,67405,245,87,98,75,505950,10219
Tamil Nadu,Ramanathapuram,9.312869952,78.99185362,626,TAMIL NADU,1353445,682658,670787,978946,536487,442459,153874,1047411,208038,91139,154,86,29,36,291400,5172
Tamil Nadu,Kanniyakumari,8.1834663,77.32053064,629,TAMIL NADU,1870374,926345,944029,1548738,780541,768197,72867,909872,78590,876299,160,438,156,10,465692,15673
Tamil Nadu,Dharmapuri,12.3001412,78.11509813,630,TAMIL NADU,1506843,774303,732540,917709,527599,390110,267345,1452956,38304,14089,164,39,37,87,337972,3651
