State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Agricultural_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet
Bihar,Sheikhpura,25.12472437,85.77839391,228,BIHAR,636342,329743,306599,328676,196431,132245,109696,596102,37653,313,75,41,43,31,20065,631
Bihar,Nalanda,25.22934551,85.48053114,229,BIHAR,2877653,1497060,1380593,1519933,919558,600375,534021,2669775,198033,1978,393,414,561,64,101378,4156
Bihar,Patna,25.40297115,85.31984336,230,BIHAR,5838465,3078512,2759953,3459679,2028047,1431632,658203,5356075,439952,12551,4803,1062,2151,203,546859,40692
Bihar,Bhojpur,25.50666439,84.49407803,231,BIHAR,2728407,1430380,1298027,1599151,973486,625665,364875,2518216,197819,2165,544,647,1472,48,62153,3661
Bihar,Buxar,25.48593019,84.08808082,232,BIHAR,1706352,887977,818375,989807,593544,396263,251790,1591454,105423,2125,248,5090,97,57,46760,1784
Bihar,Rohtas,24.99170461,83.93507627,234,BIHAR,2959918,1543546,1416372,1799832,1061783,738049,405544,2645415,300487,2889,2569,1584,252,537,114893,4594
Bihar,Aurangabad,24.77429187,84.45986024,235,BIHAR,2540073,1318684,1221389,1466002,868733,597269,426096,2291133,237353,2218,295,334,775,19,44456,2362
Maharashtra,Aurangabad,20.09792288,75.32072197,235,BIHAR,2540073,1318684,1221389,1466002,868733,597269,426096,2291133,237353,2218,295,334,775,19,44456,2362
Bihar,Gaya,24.72665415,84.94291218,236,BIHAR,4391418,2266566,2124852,2297613,1368803,928810,783505,3876395,488121,3943,913,870,1723,108,112617,6856
Bihar,Nawada,24.82570884,85.61594569,237,BIHAR,2219146,1144668,1074478,1091012,659474,431538,397505,1964620,244394,1299,250,176,279,80,31162,1841
Bihar,Jamui,24.7841838,86.26316298,238,BIHAR,1760405,916064,844341,858588,534385,324203,331466,1525746,217621,8443,162,159,87,3438,32633,1839
Bihar,Jehanabad,25.15567905,84.92081245,239,BIHAR,1125313,585582,539731,618881,374412,244469,179519,1045117,75742,691,148,248,60,58,27641,1106
Arunachal Pradesh,Tawang,27.68068396,91.82504245,245,ARUNACHAL PRADESH,49977,29151,20826,26073,17720,8353,1581,11842,787,776,1164,34920,72,349,8635,96
Arunachal Pradesh,West Kameng,27.46486582,92.6501575,246,ARUNACHAL PRADESH,83947,46155,37792,48492,29566,18926,1705,31265,1970,8466,328,36087,71,5556,14188,202
Arunachal Pradesh,East Kameng,27.37119406,93.04741486,247,ARUNACHAL PRADESH,78690,38775,39915,38449,21599,16850,1063,12333,652,37136,36,452,23,27868,5318,57
Arunachal Pradesh,Papum Pare,27.27352972,93.54468184,248,ARUNACHAL PRADESH,176573,89182,87391,121048,65794,55254,1859,57027,6148,84397,310,4768,139,22586,30539,2477
Arunachal Pradesh,Upper Subansiri,28.27719657,93.89914356,249,ARUNACHAL PRADESH,83448,41758,41690,45278,24807,20471,1846,13474,521,8779,28,297,11,59449,5373,139
Arunachal Pradesh,West Siang,28.10629692,94.53510344,250,ARUNACHAL PRADESH,112274,58168,54106,64746,36777,27969,1384,15881,2218,29969,577,3311,49,60005,14204,303
Arunachal Pradesh,East Siang,28.15382353,95.06499226,251,ARUNACHAL PRADESH,99214,50116,49098,62576,34210,28366,3565,27854,2289,18254,69,776,30,49393,14231,450
Arunachal Pradesh,Upper Siang,28.83092449,95.00155765,252,ARUNACHAL PRADESH,35320,18699,16621,18195,10723,7472,804,5261,411,5643,27,2577,7,20967,6198,97
Arunachal Pradesh,Changlang,27.36048479,96.37552645,253,ARUNACHAL PRADESH,148226,76948,71278,73174,44027,29147,4208,47683,2134,35969,94,50381,95,11738,14593,170
Arunachal Pradesh,Tirap,26.9440623,95.41470328,254,ARUNACHAL PRADESH,111975,57604,54371,47974,29313,18661,1811,20682,1103,83361,61,778,43,5325,16026,98
Arunachal Pradesh,Lower Subansiri,27.70849297,93.96226108,255,ARUNACHAL PRADESH,83030,41843,41187,54057,29470,24587,1968,9551,1482,34402,27,193,13,37085,12493,381
Arunachal Pradesh,Kurung Kumey,28.04853352,93.24531994,256,ARUNACHAL PRADESH,92076,45318,46758,36606,20258,16348,2947,4859,471,51189,43,121,81,34158,3911,95
Arunachal Pradesh,Lower Dibang Valley,28.3265173,95.76567336,258,ARUNACHAL PRADESH,54080,28053,26027,31849,18087,13762,3354,28915,2247,9213,33,2932,19,10393,5932,207
Arunachal Pradesh,Lohit,27.94678527,96.59670771,259,ARUNACHAL PRADESH,145726,76221,69505,83062,48380,34682,7789,99020,3846,10684,210,24452,104,7277,17157,312
Nagaland,Mon,26.69207374,95.03072989,261,NAGALAND,250260,131753,118507,119626,67432,52194,10836,8102,3444,236494,84,1256,314,1,14398,178
Nagaland,Mokokchung,26.47891176,94.52242601,262,NAGALAND,194622,101092,93530,159494,83479,76015,9166,9840,2057,181847,78,442,66,6,40154,537
Nagaland,Zunheboto,26.02817821,94.50026667,263,NAGALAND,140757,71217,69540,102881,53504,49377,11955,2580,772,136995,39,286,6,2,28846,261
Nagaland,Wokha,26.20261155,94.19908152,264,NAGALAND,166343,84505,81838,128208,67385,60823,6438,5605,2043,158236,34,318,8,20,25268,198
Nagaland,Dimapur,25.81417681,93.75074058,265,NAGALAND,378811,197394,181417,278037,150142,127895,8990,108900,31212,234239,566,1270,2148,157,71413,3303
Nagaland,Phek,25.63272987,94.56814564,266,NAGALAND,163418,83743,79675,105893,57926,47967,3159,3563,950,158224,31,350,17,198,36182,170
Nagaland,Tuensang,26.21104453,94.85809881,267,NAGALAND,196596,101933,94663,117511,63653,53858,3913,2979,1052,191864,27,572,5,1,24998,155
Nagaland,Kohima,25.60311429,93.78600658,270,NAGALAND,267988,138966,129022,197489,107038,90451,2198,25496,4384,234955,998,1519,80,335,50724,1928
Manipur,Senapati,25.08465586,94.03366234,272,MANIPUR,479148,247323,231825,264477,148012,116465,30369,43833,1649,426819,140,2409,53,1243,22798,256
Manipur,Tamenglong,24.98312942,93.4945074,273,MANIPUR,140651,72371,68280,85006,47403,37603,1924,2995,589,134760,59,425,57,1144,11541,125
Manipur,Churachandpur,24.30309719,93.38671506,274,MANIPUR,274143,138820,135323,195935,104013,91922,8282,12034,2886,254979,152,495,87,2333,29894,837
Manipur,Bishnupur,24.50712112,93.8246236,275,MANIPUR,237399,118782,118617,156333,87313,69020,15109,175102,18691,4264,56,76,16,38457,34364,676
Manipur,Thoubal,24.54539255,93.97959894,276,MANIPUR,422168,210845,211323,269304,152617,116687,33106,267146,107323,4322,106,114,24,42347,49507,880
Manipur,Ukhrul,25.05900315,94.44129567,279,MANIPUR,183998,94718,89280,129829,70148,59681,3852,7553,1115,174112,108,635,70,32,14026,276
Manipur,Chandel,24.2635813,94.09443844,280,MANIPUR,144182,74579,69603,90302,51053,39249,8315,10810,3086,129049,136,400,59,354,18764,184
Mizoram,Mamit,23.73852943,92.43308038,281,MIZORAM,86364,44828,41536,60191,32977,27214,2553,2989,1782,69104,13,12328,25,19,12158,90
Mizoram,Kolasib,24.20200043,92.73470391,282,MIZORAM,83955,42918,41037,65895,34147,31748,5921,4000,4426,75210,16,108,2,46,14853,367
Mizoram,Aizawl,23.90781335,92.85359459,283,MIZORAM,400309,199270,201039,340595,169547,171048,11434,13249,5264,379134,105,1570,76,505,79804,4019
Mizoram,Champhai,23.54166581,93.24221799,284,MIZORAM,125745,63388,62357,100802,51440,49362,5823,1075,699,123446,9,151,45,194,23948,186
Mizoram,Serchhip,23.26386471,92.9141585,285,MIZORAM,64937,32851,32086,54476,27598,26878,1284,991,335,63444,6,60,9,35,12315,131
Mizoram,Lunglei,23.00771704,92.63512555,286,MIZORAM,161428,82891,78537,121122,64515,56607,10662,5231,1290,127124,74,27543,93,5,26394,482
Mizoram,Lawngtlai,22.36102843,92.66964157,287,MIZORAM,117894,60599,57295,62861,36444,26417,3153,1668,522,63892,52,51549,122,2,9283,162
Mizoram,Saiha,22.35744801,93.02827931,288,MIZORAM,56574,28594,27980,42233,21861,20372,957,933,514,54977,11,102,4,2,7400,168
Tripura,West Tripura,23.78016624,91.41310789,289,TRIPURA,1725739,879428,846311,1361354,722998,638356,156108,1512801,152791,53622,499,2128,362,430,314567,6394
Tripura,South Tripura,23.2118741,91.60658076,290,TRIPURA,876001,447544,428457,646810,351082,295728,111332,736015,49258,39258,245,49420,106,808,133744,948
Tripura,Dhalai,23.78136048,91.94654283,291,TRIPURA,378230,194544,183686,276217,151643,124574,42201,307120,8256,22940,175,39120,85,206,46875,273
Tripura,North Tripura,24.12173976,92.17842538,292,TRIPURA,693947,352860,341087,520402,275646,244756,43977,507967,105737,44062,151,34717,307,70,81601,997
Meghalaya,West Garo Hills,25.49528519,90.03709947,293,MEGHALAYA,643291,324159,319132,358702,193438,165264,39725,122936,106788,389956,209,3392,144,16950,51301,1630
Meghalaya,East Garo Hills,25.82728228,90.64684925,294,MEGHALAYA,317917,161223,156694,192147,102513,89634,19246,17272,3359,289708,56,1004,38,5617,24550,288
Meghalaya,South Garo Hills,25.24056858,90.64560349,295,MEGHALAYA,142334,73170,69164,82062,45003,37059,5565,7036,1050,132984,27,332,10,362,10940,179
Meghalaya,West Khasi Hills,25.50088993,91.25364542,296,MEGHALAYA,383461,193715,189746,230678,117307,113371,37184,6498,1533,366881,58,1313,38,5878,32873,149
Meghalaya,East Khasi Hills,25.30376389,91.7592252,298,MEGHALAYA,825922,410749,415173,578030,287270,290760,40889,144935,14185,543394,2495,3111,303,115597,135941,5032
Meghalaya,Jaintia Hills,25.33959557,92.3760816,299,MEGHALAYA,395124,196285,198839,187527,87371,100156,35766,12456,1646,271596,34,284,45,107559,41677,510
Assam,Kokrajhar,26.49724664,90.13997471,300,ASSAM,887142,452905,434237,489305,275220,214085,56330,529068,252271,101091,93,1718,396,123,41373,1218
Assam,Goalpara,26.01727778,90.59869892,302,ASSAM,1008183,513292,494891,563577,304302,259275,75828,347878,579929,77862,771,194,477,103,78641,1364
Assam,Barpeta,26.42787226,90.9791201,303,ASSAM,1693622,867004,826618,897058,499038,398020,98946,492966,1198036,1020,112,49,399,14,84804,2078
Assam,Nagaon,26.26462171,92.93061911,305,ASSAM,2823768,1439112,1384656,1710716,921850,788866,196174,1225246,1563203,26844,3036,1073,1162,61,195631,5121
Assam,Sonitpur,26.73514927,92.85197805,306,ASSAM,1924110,983904,940206,1108572,620525,488047,114865,1422824,350536,138166,1363,5088,1003,221,133368,4358
Assam,Lakhimpur,27.14128806,94.07759493,307,ASSAM,1042137,529674,512463,683486,375552,307934,43922,797130,193476,46217,412,1074,250,2410,60296,1948
Assam,Dhemaji,27.58653344,94.71336909,308,ASSAM,686133,351249,334884,423028,237761,185267,19181,655052,13475,8711,297,911,167,6315,28195,1192
Assam,Tinsukia,27.53549291,95.69055949,309,ASSAM,1327929,680231,647698,798322,453449,344873,47756,1181347,48373,76877,1999,16228,837,395,161718,5135
Assam,Dibrugarh,27.30612284,95.09982823,310,ASSAM,1326335,676434,649901,884531,491361,393170,61209,1198401,64526,52968,2261,4673,1055,46,136685,8817
Assam,Jorhat,26.76244824,94.30197723,312,ASSAM,1092256,556805,535451,794929,432335,362594,53153,1008219,54684,21051,1540,2378,719,578,122063,5651
Assam,Golaghat,26.37721971,93.82583398,313,ASSAM,1066888,543161,523727,721764,396475,325289,66616,917426,90312,50582,1131,3863,530,1347,82345,3073
Assam,Karbi Anglong,26.08966455,93.1153657,314,ASSAM,956313,490167,466146,557214,314253,242961,60952,766000,20290,157789,370,6260,397,3568,53918,1923
Assam,Cachar,24.81557067,92.8684965,316,ASSAM,1736617,886284,850333,1174128,639946,534182,68664,1038985,654816,37635,280,341,1673,98,140205,5316
Assam,Karimganj,24.69660712,92.36794986,317,ASSAM,1228686,625864,602822,795297,435942,359355,67033,521962,692489,11990,114,446,524,110,70951,1933
Assam,Hailakandi,24.45749609,92.59154665,318,ASSAM,659296,337890,321406,407366,226836,180530,31248,251194,397653,8480,84,490,247,636,44143,1211
Assam,Bongaigaon,26.45012522,90.67342962,319,ASSAM,738804,375818,362986,434078,237114,196964,47406,359145,371033,5924,384,236,871,9,49866,2523
Assam,Kamrup,26.17093945,91.58863274,321,ASSAM,1517542,778461,739081,995319,550219,445100,99522,877495,601784,33297,319,185,1330,55,122191,3109
Assam,Nalbari,26.46323768,91.40598521,323,ASSAM,771639,396006,375633,531771,293184,238587,34984,491582,277488,429,62,27,1004,9,68313,1631
Assam,Darrang,26.58463216,92.04141338,325,ASSAM,928500,475273,453227,487039,268666,218373,81617,327322,597392,1688,431,57,724,19,45444,1166
West Bengal,Darjiling,26.83961957,88.33145067,327,WEST BENGAL,1846823,937259,909564,1315585,717673,597912,66041,1366681,105086,141848,2032,209240,1840,15523,297176,10943
West Bengal,Jalpaiguri,26.62642031,89.04154375,328,WEST BENGAL,3872846,1983064,1889782,2498780,1396622,1102158,349672,3156781,445817,186279,2994,50676,1461,23816,382500,9322
West Bengal,Uttar Dinajpur,26.04461917,88.23595232,330,WEST BENGAL,3007134,1551066,1456068,1489667,853495,636172,442328,1482943,1501170,16702,477,432,1324,1622,199307,2883
West Bengal,Dakshin Dinajpur,25.34209436,88.6982168,331,WEST BENGAL,1676276,857199,819077,1083685,596474,487211,279932,1232850,412788,24794,276,148,323,2786,168069,2518
West Bengal,Maldah,25.08026803,88.17191685,332,WEST BENGAL,3988845,2051541,1937304,2086432,1152019,934413,545759,1914352,2045151,13209,747,359,639,7929,297716,5357
West Bengal,Murshidabad,24.25950655,88.1681686,333,WEST BENGAL,7103807,3627564,3476243,4055834,2177187,1878647,842294,2359061,4707573,18102,766,348,3037,7429,541169,7951
West Bengal,Birbhum,24.06389343,87.65153089,334,WEST BENGAL,3502404,1790920,1711484,2158447,1201481,956966,611510,2181515,1298054,10906,582,258,1152,6051,333752,5210
West Bengal,Barddhaman,23.44445389,87.81505811,335,WEST BENGAL,7717563,3966889,3750674,5247208,2918040,2329168,973182,6008472,1599764,21220,16675,1602,1674,44968,1049943,32323
West Bengal,Nadia,23.56410971,88.58293035,336,WEST BENGAL,5167600,2653768,2513832,3480555,1878866,1601689,556134,3728482,1382682,33835,849,514,281,16893,623729,12787
West Bengal,Hugli,22.87929265,88.00010265,338,WEST BENGAL,5519145,2814653,2704492,4078388,2211777,1866611,583380,4574569,870204,7300,2662,1730,2160,49050,965258,31725
West Bengal,Bankura,23.08128089,87.12640054,339,WEST BENGAL,3596674,1838095,1758579,2232992,1299337,933655,647374,3033581,290450,3865,386,260,2904,260694,334670,4273
West Bengal,Puruliya,23.25419233,86.39685329,340,WEST BENGAL,2930115,1496996,1433119,1624905,1002058,622847,492205,2373120,227249,8646,622,209,3052,309029,189889,3551
West Bengal,Haora,22.40167417,87.99421177,341,WEST BENGAL,4850029,2500819,2349210,3605206,1942824,1662382,181662,3535844,1270641,8666,4380,1258,9699,1265,796953,30751
West Bengal,Kolkata,22.55058148,88.35276481,342,WEST BENGAL,4496694,2356766,2139928,3588137,1926915,1661222,12388,3440290,926414,39758,13849,4771,21178,1452,927602,136618
Jharkhand,Garhwa,24.08211469,83.68664266,346,JHARKHAND,1322784,683575,639209,653476,405161,248315,328673,1104475,194680,17168,123,371,20,4591,29373,565
Jharkhand,Chatra,24.11619946,84.93295805,347,JHARKHAND,1042886,533935,508951,510061,303902,206159,188513,903179,116710,6565,888,35,129,12936,27037,590
Jharkhand,Giridih,24.3057851,86.08710916,349,JHARKHAND,2445474,1258098,1187376,1253475,783736,469739,362610,1856202,508586,14645,937,650,1503,59218,125431,1944
Jharkhand,Deoghar,24.33070101,86.75697632,350,JHARKHAND,1492073,775022,717051,793538,489837,303701,209693,1165140,302626,6027,143,188,282,16067,130193,1944
Jharkhand,Godda,24.8189,87.29417355,351,JHARKHAND,1313551,677927,635624,604519,376212,228307,307767,937126,289182,37795,97,128,115,47067,43230,874
Jharkhand,Sahibganj,24.9366799,87.68264098,352,JHARKHAND,1150567,589391,561176,483263,287303,195960,206902,628044,398243,83208,198,245,125,38426,34879,591
Jharkhand,Pakur,24.57260428,87.69691969,353,JHARKHAND,900422,452661,447761,352881,206989,145892,150028,410127,322963,75865,356,283,222,88760,31414,328
Jharkhand,Dhanbad,23.85450909,86.40372925,354,JHARKHAND,2684487,1405956,1278531,1722204,1014950,707254,103488,2149480,431762,11243,9727,331,1268,77182,427173,11568
Jharkhand,Bokaro,23.6814965,85.98398374,355,JHARKHAND,2062330,1072807,989523,1273520,759088,514432,126406,1636460,241451,13730,4174,1890,2045,160524,274726,9754
Jharkhand,Lohardaga,23.48879604,84.66051691,356,JHARKHAND,461790,232629,229161,259707,149568,110139,80840,112378,95012,16770,51,33,15,235987,28769,351
Jharkhand,Palamu,24.19692597,84.20310843,358,JHARKHAND,1939869,1006302,933567,1024563,621706,402857,380976,1683169,238295,6164,734,188,284,5681,68238,2155
Jharkhand,Latehar,23.72511186,84.48298743,359,JHARKHAND,726978,369666,357312,350682,209706,140976,142729,473049,69808,47653,120,128,16,133525,38194,340
Jharkhand,Dumka,24.27500613,87.2766245,362,JHARKHAND,1321442,668514,652928,672409,406275,266134,303084,1044726,106865,86404,234,267,162,78622,62110,1193
Jharkhand,Jamtara,23.97873318,86.9532508,363,JHARKHAND,791042,404830,386212,426312,258260,168052,135667,550560,164406,4419,520,118,783,68564,49419,808
Jharkhand,Ranchi,23.18423506,85.31781937,364,JHARKHAND,2914253,1494937,1419316,1911433,1085244,826189,267360,1612239,410759,193974,4826,932,2733,677445,350908,22538
Jharkhand,Gumla,23.07853295,84.55056787,366,JHARKHAND,1025213,514390,510823,559720,321795,237925,97918,309563,51429,202449,221,531,23,457468,31687,831
Jharkhand,Simdega,22.60876039,84.59193692,367,JHARKHAND,599578,300309,299269,343483,191991,151492,90232,201524,15103,306601,51,753,114,73930,16865,423
Orissa,Jharsuguda,21.82705857,83.93581682,371,ORISSA,579505,296690,282815,405879,228092,177787,56809,553587,12783,10462,1441,80,70,67,81433,2498
Orissa,Sambalpur,21.51575238,84.34958483,372,ORISSA,1041099,526877,514222,703691,393192,310499,160798,964188,20120,50637,2506,310,86,1117,126498,5231
Orissa,Sundargarh,22.06354819,84.50524819,374,ORISSA,2093437,1061147,1032290,1342322,750147,592175,253327,1532352,71391,385011,5713,710,721,89986,223537,12787
Orissa,Mayurbhanj,21.89762155,86.40304081,376,ORISSA,2519738,1256213,1263525,1369397,794171,575226,568755,2113079,33706,15008,661,162,109,351714,140189,2950
Orissa,Baleshwar,21.48570932,87.08085828,377,ORISSA,2320529,1185787,1134742,1621232,902359,718873,358214,2197709,94254,6434,237,111,201,18345,296834,7370
Orissa,Bhadrak,20.95262735,86.81496205,378,ORISSA,1506337,760260,746077,1094140,596269,497871,151377,1398543,104202,745,169,81,111,61,164636,2637
Orissa,Kendrapara,20.60631982,86.83763248,379,ORISSA,1440361,717814,722547,1089265,579970,509295,143864,1386792,50247,1423,169,62,52,24,173107,1628
Orissa,Cuttack,20.40764065,85.77768102,381,ORISSA,2624470,1352760,1271710,2011469,1103033,908436,248298,2457729,141263,11985,1026,6276,1180,168,349587,15046
Orissa,Dhenkanal,20.79887159,85.53226836,383,ORISSA,1192811,612593,580218,829910,464093,365817,163636,1185542,4805,727,124,366,39,139,117172,1810
Orissa,Nayagarh,20.19289562,85.056147,385,ORISSA,962789,502636,460153,688362,392333,296029,120129,955754,5278,383,107,33,24,12,124984,1163
Orissa,Khordha,20.05416232,85.52234834,386,ORISSA,2251673,1167137,1084536,1749936,957515,792421,116274,2147632,84060,12527,1264,475,476,434,349860,35701
Orissa,Puri,19.83509175,85.8669899,387,ORISSA,1698730,865380,833350,1291939,704857,587082,163942,1644905,46094,4239,193,243,94,302,201605,3416
Orissa,Ganjam,19.26326176,84.8029771,388,ORISSA,3529031,1779218,1749813,2210050,1262652,947398,565448,3486059,13315,23975,590,174,170,76,405298,9049
Orissa,Gajapati,19.12108088,84.14015092,389,ORISSA,577817,282882,294935,262537,153663,108874,153199,353160,1556,219482,53,2180,66,4,63112,635
Orissa,Kandhamal,20.09287862,84.02216353,390,ORISSA,733110,359945,373165,399786,233900,165886,162932,580300,2138,148895,82,290,47,23,28736,768
Orissa,Nuapada,20.47130951,82.59152537,394,ORISSA,610382,301962,308420,299383,180903,118480,149834,601092,4952,1778,724,76,905,22,43976,757
Orissa,Kalahandi,19.78425309,83.11240438,395,ORISSA,1576869,787101,789768,802036,484177,317859,436733,1555367,4975,11160,796,175,1225,220,91171,1953
Orissa,Rayagada,19.29284002,83.4586012,396,ORISSA,967911,471960,495951,407735,241959,165776,248175,874445,4607,84916,219,249,123,44,61543,1553
Orissa,Koraput,18.82627795,82.8127847,398,ORISSA,1379647,678809,700838,568090,340843,227247,290626,1294151,8850,68550,518,219,491,3384,85766,3988
Orissa,Malkangiri,18.2522793,81.98293636,399,ORISSA,613192,303624,309568,244706,147001,97705,106353,600219,1871,10039,213,43,195,35,24604,448
Chhattisgarh,Koriya,23.50412777,82.12515636,400,CHHATTISGARH,658917,334737,324180,397823,229923,167900,94648,604259,25878,9398,1391,84,1155,15474,80023,1667
Chhattisgarh,Surguja,23.32719279,83.23582494,401,CHHATTISGARH,2359886,1193129,1166757,1187941,694686,493255,523356,2126195,81442,97432,2303,1287,623,48295,253131,2737
Chhattisgarh,Jashpur,22.77286168,83.87039621,402,CHHATTISGARH,851669,424747,426922,495415,280656,214759,197558,629509,15336,189588,474,467,694,14835,76783,567
Chhattisgarh,Raigarh,22.00826507,83.27797699,403,CHHATTISGARH,1493984,750278,743706,951639,542756,408883,323788,1422986,17332,47653,2117,781,409,1782,297308,3342
Maharashtra,Raigarh,18.45325764,73.00906094,403,CHHATTISGARH,1493984,750278,743706,951639,542756,408883,323788,1422986,17332,47653,2117,781,409,1782,297308,3342
Chhattisgarh,Korba,22.4917125,82.57604327,404,CHHATTISGARH,1206640,612915,593725,748759,433391,315368,221806,1133176,30195,21059,3666,897,753,15649,202380,4544
Chhattisgarh,Bilaspur,22.35694298,81.99770351,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,572292,2540763,57973,20745,6373,2979,2357,29122,519704,8566
Himachal Pradesh,Bilaspur,31.37804229,76.65316079,406,CHHATTISGARH,2663629,1351574,1312055,1596560,932474,664086,572292,2540763,57973,20745,6373,2979,2357,29122,519704,8566
Chhattisgarh,Durg,21.19446385,81.3318164,409,CHHATTISGARH,3343872,1682101,1661771,2303378,1284612,1018766,560415,3129745,83499,24304,24276,19587,17209,42569,614109,16141
Chhattisgarh,Raipur,20.88603154,82.2003276,410,CHHATTISGARH,4063872,2048186,2015686,2629749,1493158,1136591,708993,3881485,103038,23181,16707,8397,17137,10680,728556,20261
Chhattisgarh,Mahasamund,21.22372704,82.65925427,411,CHHATTISGARH,1032754,511967,520787,637963,364089,273874,278073,1008061,12570,5284,2941,521,1495,1417,212487,961
Chhattisgarh,Dhamtari,20.55491263,81.75691955,412,CHHATTISGARH,799781,397897,401884,546833,303924,242909,182602,777188,10425,2644,1196,667,3612,3685,148926,1016
Chhattisgarh,Bastar,19.39386675,81.52895127,414,CHHATTISGARH,1413199,698487,714712,650863,382335,268528,287828,1277975,12413,27951,2099,985,3466,86925,157646,1782
Karnataka,Bijapur,16.84015317,75.95909167,417,CHHATTISGARH,255230,128663,126567,86919,54076,32843,49859,245151,1617,2709,68,1649,15,3793,12516,117
Madhya Pradesh,Sheopur,25.78014811,77.16911117,418,MADHYA PRADESH,687861,361784,326077,328025,208201,119824,115261,638702,41396,230,6387,201,379,40,74770,273
Madhya Pradesh,Morena,26.37313505,77.88447341,419,MADHYA PRADESH,1965970,1068417,897553,1179685,747652,432033,148222,1875495,76159,1092,557,3234,6681,92,131486,1781
Madhya Pradesh,Bhind,26.35951126,78.76183243,420,MADHYA PRADESH,1703005,926843,776162,1094917,676513,418404,158266,1595400,66776,973,4047,12215,19950,73,107819,1166
Madhya Pradesh,Gwalior,26.04074442,78.12782433,421,MADHYA PRADESH,2032036,1090327,941709,1357210,803114,554096,120348,1835299,141735,4119,24790,4361,18058,217,306859,15779
Madhya Pradesh,Datia,25.9022644,78.63916571,422,MADHYA PRADESH,786754,420157,366597,491445,303815,187630,93744,747693,28483,683,490,7923,453,10,97696,616
Madhya Pradesh,Shivpuri,25.37802452,77.74861601,423,MADHYA PRADESH,1726050,919795,806255,900846,573242,327604,220440,1648749,51200,1117,7151,3421,12171,72,148128,1852
Madhya Pradesh,Tikamgarh,25.14099852,78.89357065,424,MADHYA PRADESH,1445166,760355,684811,747940,459353,288587,223852,1383475,44143,588,251,109,15569,39,132725,1090
Madhya Pradesh,Chhatarpur,24.81363738,79.56449299,425,MADHYA PRADESH,1762375,936121,826254,943033,572010,371023,238364,1676918,70351,1980,968,250,10409,102,176056,1880
Madhya Pradesh,Panna,24.45132584,80.21133001,426,MADHYA PRADESH,1016520,533480,483040,552559,332140,220419,198847,974748,35214,418,186,37,4734,218,76097,653
Madhya Pradesh,Sagar,23.80031871,78.71940358,427,MADHYA PRADESH,2378458,1256257,1122201,1545719,908607,637112,378560,2198297,103480,5580,4146,991,62992,168,366494,4546
Madhya Pradesh,Damoh,23.76624408,79.47049303,428,MADHYA PRADESH,1264219,661873,602346,747715,445737,301978,250165,1186420,47966,1681,1096,119,25005,82,187731,1432
Madhya Pradesh,Satna,24.62777622,80.75547049,429,MADHYA PRADESH,2228935,1157495,1071440,1371781,801051,570730,371584,2158623,59471,2228,1163,364,3135,1689,294702,3754
Madhya Pradesh,Rewa,24.86118463,81.57572465,430,MADHYA PRADESH,2365106,1225100,1140006,1441757,845572,596185,463506,2268838,85414,1964,832,986,655,232,251132,3406
Madhya Pradesh,Umaria,23.59601063,80.90879477,431,MADHYA PRADESH,644758,330674,314084,356672,210907,145765,145690,620515,15966,667,190,70,220,6028,67975,839
Madhya Pradesh,Neemuch,24.70311893,75.06608187,432,MADHYA PRADESH,826067,422653,403414,508834,307889,200945,136330,741288,67324,1508,1110,224,14165,115,145258,1945
Madhya Pradesh,Mandsaur,24.19278764,75.43588668,433,MADHYA PRADESH,1340411,682851,657560,834591,502898,331693,266350,1192588,125548,1120,849,242,19029,77,239885,2324
Madhya Pradesh,Ratlam,23.50356229,75.14895782,434,MADHYA PRADESH,1455069,738241,716828,825880,485090,340790,305946,1267043,151071,3996,1353,175,29353,123,213825,3644
Madhya Pradesh,Ujjain,23.31928886,75.80383718,435,MADHYA PRADESH,1986864,1016289,970575,1240990,730817,510173,302003,1718204,233133,4659,3241,945,24622,211,323379,7501
Madhya Pradesh,Shajapur,23.56662032,76.33555181,436,MADHYA PRADESH,1512681,780520,732161,894612,543509,351103,303157,1321003,174724,815,631,179,13755,66,232735,1382
Madhya Pradesh,Dewas,22.785111,76.46088806,437,MADHYA PRADESH,1563715,805359,758356,925369,550716,374653,310606,1376591,174259,2355,2330,382,6497,72,270457,3518
Madhya Pradesh,Dhar,22.57268172,75.11056207,438,MADHYA PRADESH,2185793,1112725,1073068,1077338,638479,438859,437437,2051219,116202,2261,1607,328,12199,88,349639,2388
Madhya Pradesh,Indore,22.68026575,75.91338013,439,MADHYA PRADESH,3276697,1699627,1577070,2309130,1289631,1019499,185528,2728225,415142,18523,25696,11496,71667,720,593576,48691
Madhya Pradesh,Barwani,21.70213571,74.9100472,441,MADHYA PRADESH,1385881,699340,686541,549926,313642,236284,267196,1318869,58222,2967,2361,416,2289,263,181139,1158
Madhya Pradesh,Rajgarh,23.78549903,76.66431224,442,MADHYA PRADESH,1545814,790212,755602,804245,488797,315448,330820,1433879,106928,1243,460,121,1599,50,231130,1611
Madhya Pradesh,Vidisha,23.82838308,77.90135076,443,MADHYA PRADESH,1458875,769568,689307,862918,512344,350574,228308,1287391,149548,1313,914,295,18490,70,181510,1926
